,organization_element,education_element,radiologist_id
559,UCLA David Geffen School of Medicine/UCLA Medical Center,Fellowship,/doctors/michael-linetsky-397760
560,Jacobi Medical Center,Residency,/doctors/michael-linetsky-397760
561,University of Texas Health Science Center at Houston,Internship,/doctors/michael-linetsky-397760
563,UCLA David Geffen School of Medicine/UCLA Medical Center,Fellowship,/doctors/aarti-luhar-988990
564,MetroWest Medical Center-Framingham Union Hospital,Chief Residency,/doctors/aarti-luhar-988990
566,UCLA David Geffen School of Medicine/UCLA Medical Center,Internship,/doctors/aarti-luhar-988990
567,MetroWest Medical Center-Framingham Union Hospital,Fellowship,/doctors/aarti-luhar-988990
569,UCLA David Geffen School of Medicine/UCLA Medical Center,Chief Residency,/doctors/justin-mcwilliams-587879
570,UCLA David Geffen School of Medicine/UCLA Medical Center,Residency,/doctors/justin-mcwilliams-587879
571,New York Medical College,Internship,/doctors/justin-mcwilliams-587879
572,UCLA David Geffen School of Medicine/UCLA Medical Center,Fellowship,/doctors/kambiz-nael-696093
573,UCLA David Geffen School of Medicine/UCLA Medical Center,Residency,/doctors/kambiz-nael-696093
574,Huntington Memorial Hospital,Fellowship,/doctors/kambiz-nael-696093
580,UCLA David Geffen School of Medicine/UCLA Medical Center,Fellowship,/doctors/maitraya-patel-582746
581,Washington University in St. Louis School of Medicine,Residency,/doctors/maitraya-patel-582746
582,University of Southern California/LACUSC Medical Center,Internship,/doctors/lila-pourzand-720715
583,Shahid Beheshti University of Medical Sciences,Residency,/doctors/lila-pourzand-720715
584,UCLA Medical Center,Internship,/doctors/anjan-prabhuswamy-1372342
585,Santa Barbara Cottage Hospital,"Residency, Radiology",/doctors/anjan-prabhuswamy-1372342
586,University at Buffalo,Residency,/doctors/anjan-prabhuswamy-1372342
588,UCLA Medical Center,"Fellowship, Neuroradiology",/doctors/anjan-prabhuswamy-1372342
589,Santa Barbara Cottage Hospital,Residency,/doctors/anjan-prabhuswamy-1372342
590,University at Buffalo,Internship,/doctors/anjan-prabhuswamy-1372342
592,University of California (San Diego) Medical Center,Residency,/doctors/steven-raman-1902794
593,California Pacific Medical Center,Residency,/doctors/steven-raman-1902794
594,Mount Sinai,Residency,/doctors/mona-ranade-1401102
595,"Medical College of Wisconsin Affiliated Hospitals, Inc",Internship,/doctors/mona-ranade-1401102
596,Icahn School of Medicine at Mount Sinai,Residency,/doctors/mona-ranade-1401102
599,UCLA David Geffen School of Medicine/UCLA Medical Center,Residency,/doctors/timothy-ryan-915157
601,UCLA David Geffen School of Medicine/UCLA Medical Center,Residency,/doctors/timothy-ryan-915157
603,UCLA David Geffen School of Medicine/UCLA Medical Center,Internship,/doctors/banafsheh-salehi-703156
604,Loma Linda University Health Education Consortium,Residency,/doctors/banafsheh-salehi-703156
605,Washington University in St. Louis School of Medicine,Residency,/doctors/lauren-saling-839412
606,Washington University in St. Louis School of Medicine,Internship,/doctors/lauren-saling-839412
615,UCLA David Geffen School of Medicine/UCLA Medical Center,Residency,/doctors/james-shi-996344
616,UCLA David Geffen School of Medicine/UCLA Medical Center,Internship,/doctors/james-shi-996344
617,University of Pennsylvania Health System,Fellowship,/doctors/ravi-srinivasa-618194
618,Beaumont Health,Residency,/doctors/ravi-srinivasa-618194
619,Beaumont Health,Residency,/doctors/ravi-srinivasa-618194
623,UCLA David Geffen School of Medicine/UCLA Medical Center,Residency,/doctors/brian-tsui-1189328
624,UCLA David Geffen School of Medicine/UCLA Medical Center,Fellowship,/doctors/juan-villablanca-349327
625,UCLA David Geffen School of Medicine/UCLA Medical Center,Residency,/doctors/juan-villablanca-349327
626,UCLA David Geffen School of Medicine/UCLA Medical Center,Internship,/doctors/juan-villablanca-349327
628,UCLA David Geffen School of Medicine/UCLA Medical Center,Residency,/doctors/juan-villablanca-349327
629,UCLA David Geffen School of Medicine/UCLA Medical Center,Internship,/doctors/juan-villablanca-349327
630,UCLA David Geffen School of Medicine/UCLA Medical Center,Residency,/doctors/juan-villablanca-349327
632,UCLA David Geffen School of Medicine/UCLA Medical Center,Residency,/doctors/sindy-wei-mester-989669
633,University of California (Irvine),Internship,/doctors/sindy-wei-mester-989669
634,UCLA David Geffen School of Medicine/UCLA Medical Center,Residency,/doctors/jennifer-young-1415814
635,Santa Barbara Cottage Hospital,Internship,/doctors/daniel-amirhamzeh-832619
636,University of California San Diego School of Medicine,Residency,/doctors/daniel-amirhamzeh-832619
649,Rush University Medical Center,Residency,/doctors/patrick-alore-636790
650,AMITA Health,Residency,/doctors/patrick-alore-636790
653,Rush University Medical Center,"Residency, Rush University Medical Center",/doctors/patrick-alore-636790
654,AMITA Health,Residency,/doctors/patrick-alore-636790
657,Yale-New Haven Hospital,Internship,/doctors/magie-malaro-431371
658,Yale-New Haven Hospital,Fellowship,/doctors/magie-malaro-431371
665,University of Southern California/LACUSC Medical Center,Internship,/doctors/seyed-shahrokni-722928
666,University of California (Irvine),Residency,/doctors/seyed-shahrokni-722928
667,University of Southern California/LACUSC Medical Center,Residency,/doctors/seyed-shahrokni-722928
668,University of California (Irvine),Residency,/doctors/seyed-shahrokni-722928
669,"Charles R Drew University of Medicine and Science, College of Medicine",Internship,/doctors/sassan-senaati-443251
670,"Charles R Drew University of Medicine and Science, College of Medicine",Residency,/doctors/sassan-senaati-443251
671,Yale-New Haven Hospital,Residency,/doctors/sassan-senaati-443251
672,University of California (Irvine),Internship,/doctors/harry-claybaugh-1211040
673,Cedars-Sinai Medical Center,Residency,/doctors/gary-gray-753734
674,Cedars-Sinai Medical Center,Residency,/doctors/gary-gray-753734
676,Cedars-Sinai Medical Center,Residency,/doctors/gary-gray-753734
677,Cedars-Sinai Medical Center,Internship,/doctors/gary-gray-753734
679,Cedars-Sinai Medical Center,Residency,/doctors/jefferson-hamlin-415924
680,Cedars-Sinai Medical Center,Internship,/doctors/jefferson-hamlin-415924
681,University of Tennessee Graduate School of Medicine,Residency,/doctors/jefferson-hamlin-415924
682,Ascension Providence/MSUCHM,Internship,/doctors/john-henderson-443254
683,Ascension Providence/MSUCHM,Residency,/doctors/john-henderson-443254
689,University of Washington School of Medicine,Internship,/doctors/irwin-jasper-389485
690,Cedars-Sinai Medical Center,Residency,/doctors/irwin-jasper-389485
691,Cedars-Sinai Medical Center,Residency,/doctors/irwin-jasper-389485
692,University of Washington School of Medicine,Internship,/doctors/irwin-jasper-389485
693,Cedars-Sinai Medical Center,Fellowship,/doctors/irwin-jasper-389485
694,Cedars-Sinai Medical Center,Residency,/doctors/irwin-jasper-389485
695,Johns Hopkins University School of Medicine,Internship,/doctors/michel-khoury-1211043
696,Carilion Clinic-Virginia Tech Carilion School of Medicine,Residency,/doctors/michel-khoury-1211043
697,University of Southern California/LACUSC Medical Center,Residency,/doctors/kenneth-kidd-456628
698,University of Southern California/LACUSC Medical Center,"Internship, University of Southern California/LACUSC Medical Center",/doctors/kenneth-kidd-456628
699,Los Angeles County-Harbor-UCLA Medical Center,Residency,/doctors/dennis-sarti-380018
700,University of Southern California/LACUSC Medical Center,Residency,/doctors/dennis-sarti-380018
701,Los Angeles County-Harbor-UCLA Medical Center,Internship,/doctors/dennis-sarti-380018
702,University of Southern California/LACUSC Medical Center,Residency,/doctors/dennis-sarti-380018
703,UCLA David Geffen School of Medicine/UCLA Medical Center,Residency,/doctors/joshua-taifer-375154
704,University of Illinois College of Medicine at Chicago,Internship,/doctors/joshua-taifer-375154
705,University of California (Irvine),Residency,/doctors/joshua-taifer-375154
707,"Charles R Drew University of Medicine and Science, College of Medicine",Residency,/doctors/james-tiegs-398965
708,USPHS Hospital,Residency,/doctors/james-tiegs-398965
709,USPHS Hospital,Residency,/doctors/james-tiegs-398965
710,"Charles R Drew University of Medicine and Science, College of Medicine",Internship,/doctors/verna-tiegs-463448
711,Adventist Health White Memorial,Residency,/doctors/verna-tiegs-463448
712,New York Medical College,Internship,/doctors/verna-tiegs-463448
713,University of Southern California/LACUSC Medical Center,Residency,/doctors/verna-tiegs-463448
714,"Charles R Drew University of Medicine and Science, College of Medicine",Internship,/doctors/verna-tiegs-463448
715,Adventist Health White Memorial,Fellowship,/doctors/verna-tiegs-463448
716,New York Medical College,Residency,/doctors/verna-tiegs-463448
717,University of Southern California/LACUSC Medical Center,Internship,/doctors/verna-tiegs-463448
718,University at Buffalo School of Medicine,Fellowship,/doctors/zhaomai-wu-217307
719,VA Long Beach Healthcare System,Residency,/doctors/zhaomai-wu-217307
720,Cedars-Sinai Medical Center,Internship,/doctors/marvin-rice-595692
721,Cedars-Sinai Medical Center,Residency,/doctors/marvin-rice-595692
722,Emory University School of Medicine,Internship,/doctors/bradley-potsic-603826
723,Baylor College of Medicine,Residency,/doctors/bradley-potsic-603826
724,University of Tennessee College of Medicine-Chattanooga,Internship,/doctors/bradley-potsic-603826
730,"Medical College of Wisconsin Affiliated Hospitals, Inc",Internship,/doctors/jason-sinner-459352
731,"Medical College of Wisconsin Affiliated Hospitals, Inc",Residency,/doctors/jason-sinner-459352
733,University of California (San Diego) Medical Center,"Residency, University of California (San Diego) Medical Center",/doctors/lorene-romine-612699
734,Scripps Mercy Hospital,Residency,/doctors/lorene-romine-612699
736,University of California (San Diego) Medical Center,Residency,/doctors/lorene-romine-612699
737,Scripps Mercy Hospital,Other Training,/doctors/lorene-romine-612699
739,University of California (Irvine),Internship,/doctors/omar-arafat-735270
740,AMITA Health,Fellowship,/doctors/omar-arafat-735270
741,Cedars-Sinai Medical Center,Fellowship,/doctors/dalia-artal-719400
742,Hartford Hospital,Residency,/doctors/dalia-artal-719400
743,Santa Barbara Cottage Hospital,Internship,/doctors/dalia-artal-719400
745,University of Southern California/LACUSC Medical Center,Other Training,/doctors/jack-berman-464773
746,Icahn School of Medicine at Mount Sinai,Other Training,/doctors/jack-berman-464773
750,University of Southern California/LACUSC Medical Center,Residency,/doctors/jack-berman-464773
751,Icahn School of Medicine at Mount Sinai,Residency,/doctors/jack-berman-464773
755,UCLA David Geffen School of Medicine/UCLA Medical Center,Residency,/doctors/hyung-won-choi-1412980
756,Cedars-Sinai Medical Center,Residency,/doctors/john-crues-127326
757,Cedars-Sinai Medical Center,Residency,/doctors/john-crues-127326
758,University of Southern California/LACUSC Medical Center,Residency,/doctors/john-crues-127326
770,University of Southern California/LACUSC Medical Center,Residency,/doctors/siamak-dardashti-443252
771,VA Greater Los Angeles Healthcare System,Residency,/doctors/siamak-dardashti-443252
773,University of Southern California/LACUSC Medical Center,Residency,/doctors/siamak-dardashti-443252
774,VA Greater Los Angeles Healthcare System,Internship,/doctors/siamak-dardashti-443252
776,UCLA David Geffen School of Medicine/UCLA Medical Center,Residency,/doctors/vincent-fennell-398651
777,UCLA David Geffen School of Medicine/UCLA Medical Center,Residency,/doctors/vincent-fennell-398651
780,University of Southern California/LACUSC Medical Center,Residency,/doctors/hal-frederick-237731
781,Emory University School of Medicine,Residency,/doctors/hal-frederick-237731
782,Emory University School of Medicine,Residency,/doctors/hal-frederick-237731
784,UCLA David Geffen School of Medicine/UCLA Medical Center,Residency,/doctors/bonnie-freitas-585867
785,UCLA David Geffen School of Medicine/UCLA Medical Center,Internship,/doctors/bonnie-freitas-585867
786,Tripler Army Medical Center,"Residency, Tripler Army Medical Center",/doctors/bonnie-freitas-585867
790,UCLA David Geffen School of Medicine/UCLA Medical Center,Fellowship,/doctors/bonnie-freitas-585867
791,UCLA David Geffen School of Medicine/UCLA Medical Center,Residency,/doctors/bonnie-freitas-585867
792,Tripler Army Medical Center,Internship,/doctors/bonnie-freitas-585867
796,Icahn School of Medicine at Mount Sinai,Residency,/doctors/bernard-gero-341732
797,Icahn School of Medicine at Mount Sinai,Internship,/doctors/bernard-gero-341732
798,Zucker School of Medicine at Hofstra/Northwell,"Internship, Zucker School of Medicine at Hofstra/Northwell",/doctors/bernard-gero-341732
802,Naval Medical Center (San Diego),Internship,/doctors/glenn-hananouchi-139042
803,US Naval Hospital,"Internship, Transitional Year",/doctors/glenn-hananouchi-139042
804,UCLA David Geffen School of Medicine/UCLA Medical Center,"Residency, UCLA David Geffen School of Medicine/UCLA Medical Center",/doctors/laszlo-kaveggia-394273
805,University at Buffalo School of Medicine,Residency,/doctors/laszlo-kaveggia-394273
806,Rush University Medical Center,Internship,/doctors/laszlo-kaveggia-394273
810,UCLA David Geffen School of Medicine/UCLA Medical Center,Residency,/doctors/laszlo-kaveggia-394273
811,University at Buffalo School of Medicine,Internship,/doctors/laszlo-kaveggia-394273
812,Rush University Medical Center,Residency,/doctors/laszlo-kaveggia-394273
816,Temple University Hospital,Internship,/doctors/tanya-kisler-106956
817,UPMC Medical Education,Residency,/doctors/tanya-kisler-106956
819,UCLA David Geffen School of Medicine/UCLA Medical Center,Internship,/doctors/robert-krasny-487947
820,University of California Davis Health,Residency,/doctors/robert-krasny-487947
821,Alameda Health System-Highland Hospital,Internship,/doctors/robert-krasny-487947
824,UCLA David Geffen School of Medicine/UCLA Medical Center,Internship,/doctors/jessica-langer-1016266
